"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"14",CONTRA PORCA SEXTAVADA LATÃO M10                                                                                        ,Un,"1,717378"
"14002","FIO ALUMINIO RETANGULAR 4,5 x 5,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"22,643049"
"14003",ÓLEO VEGETAL ISOLANTE CARGILL FR3                                                                                       ,L    ,"10,568486"
"14011","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 135PL-2152                                                                  ",Un,"3,347050"
"14013","PAPEL KRAFT TERMOESTABILIZADO 0,06 x 12mm                                                                               ",Kg   ,"11,963127"
"14024","FIO ALUMINIO RETANGULAR 4,0 x 7,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"19,176069"
"14025","FIO ALUMINIO RETANGULAR 4,0 x 8,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"19,100834"
"14026","FIO ALUMINIO RETANGULAR 3,0 x 4,5 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"24,642679"
"14040","FIO ALUMINIO RETANGULAR 4,5 x 5,0 NÚ                                                                                    ",Kg   ,"21,540487"
"14041","FIO ALUMINIO RETANGULAR 3,5 x 6,5 NÚ                                                                                    ",Kg   ,"21,245148"
"14042","FIO ALUMINIO RETANGULAR 4,0 x 6,5 NÚ                                                                                    ",Kg   ,"27,663533"
"14045","FIO ALUMINIO RETANGULAR 4,0 x 8,0 NÚ                                                                                    ",Kg   ,"18,911191"
"14046","FIO ALUMINIO RETANGULAR 6,5 x 8,5 NÚ                                                                                    ",Kg   ,"23,139496"
"14047","FIO ALUMINIO RETANGULAR 4,5 x 3,0 NÚ                                                                                    ",Kg   ,"21,540491"
"14049","FIO ALUMINIO RETANGULAR 4,0 x 7,0 NÚ                                                                                    ",Kg   ,"22,602003"
"14092","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm- 115GL-268                                                                   ",Un,"13,328333"
"142",CORPO ISOLANTE AT 15 kV 160A T1                                                                                         ,Un,"28,409937"
"14202","PAPEL KRAFT TERMOESTABILIZADO 0,25mm                                                                                    ",Kg   ,"5,913899"
"14203","PAPEL KRAFT TERMOESTABILIZADO 0,50 mm                                                                                   ",Kg   ,"1,500000"
"14204",CORPO ISOLANTE AT DIN 15 kV 630 A                                                                                       ,Un,"199,758822"
"14205",TERMINAL DE LIGAÇÃO AT 15 kV 630A DIN                                                                                   ,Un,"105,161997"
"14206","CAIXA DE PASSAGEM BORNES 4 PINOS 1/2"" BSP - AFL-461-FE-001                                                              ",Un,"616,208873"
"14208","FIO ALUMINIO RETANGULAR 3,0 x 5,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"26,805529"
"14210","FIO ALUMINIO RETANGULAR 2,0 x 7,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"8,321046"
"14228","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 313GL-1011                                                                 ",Un,"1,553777"
"14229","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 331PL-1079                                                                  ",Un,"0,754778"
"14230","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 313GL-1105                                                                 ",Un,"1,522167"
"14231","PLACA DE IDENT AÇO INOX 0,8 x 74 x 105mm - 115PX-1301                                                                   ",Un,"2,434648"
"14232","PLACA DE IDENT AÇO INOX 0,8 x 74 x 105mm - 133PX-1306                                                                   ",Un,"2,405435"
"14233","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - 333GX-1342                                                                  ",Un,"1,548777"
"14234","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - 333GX-1346                                                                  ",Un,"4,723812"
"14235","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-1478                                                                 ",Un,"1,553777"
"14236","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 215GL-1511                                                                 ",Un,"1,849443"
"14237","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-1512                                                                 ",Un,"2,733225"
"14238","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 215GL-1513                                                                 ",Un,"3,026324"
"14239","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 215GL-1516                                                                 ",Un,"2,585950"
"14240","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 223GL-1517                                                                 ",Un,"3,026324"
"14241","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 113GL-1518                                                                 ",Un,"2,755768"
"14242","PLACA DE IDENT AÇO INOX 0,8 x 74 x 105mm - 113PX-1591                                                                   ",Un,"2,431648"
"14243","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-1702                                                                 ",Un,"1,551774"
"14244","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-1703                                                                 ",Un,"3,036324"
"14251","CHAPA AÇO CARBONO LASER ASTM-A36 (FQ3/16) 4,75 x 1500 x 3000mm                                                          ",Un,"4,056788"
"14266","RADIADOR ALETADO FLANG. 0900 x 520 x 88,90 x 080 x 11mm- 0900.88.080.11                                                 ",Un,
"14278","PAPEL DIAMANTADO TERMOESTABILIZADO 0,38 mm                                                                              ",Kg   ,"20,996087"
"143",CORPO ISOLANTE AT 15 kV 160A T2                                                                                         ,Un,"30,748551"
"14304","FIO ALUMINIO RETANGULAR 3,5 x 4,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"18,599555"
"14305","FIO ALUMINIO RETANGULAR 5,0 x 6,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"19,780874"
"14306","FIO ALUMINIO RETANGULAR 4,0 x 5,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"20,720303"
"14307",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 07 AWG                                                                            ,Kg   ,"23,671635"
"14308",COMUT. MONO. EXT. ROT. 3TAPS 36kV 40A L94 - APA-271-AC-003 ITEM 01                                                      ,Un,"24,302347"
"14309","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 113PL-1741                                                                  ",Un,"0,771648"
"14310","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 115PL-1730                                                                  ",Un,"0,770648"
"14312","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 115PL-1731                                                                  ",Un,"0,770648"
"14313","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 115PL-1751                                                                  ",Un,"0,764052"
"14314","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 115PL-1752                                                                  ",Un,"0,757004"
"14316","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 117PL-1770                                                                  ",Un,"0,764402"
"14317","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 117PL-1771                                                                  ",Un,"1,087948"
"14318","PLACA DE IDENT ALUM ANOD 0,8 x 74 x 105mm - 117PL-1772                                                                  ",Un,"1,087948"
"14319","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 135GL-1695                                                                 ",Un,"1,553777"
"14320","PLACA DE IDENT AÇO INOX 0,8 x 74 x 105mm - 233PX-1800                                                                   ",Un,"2,367640"
"14321","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 315GL-1732                                                                 ",Un,"1,553777"
"14322","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 315GL-1733                                                                 ",Un,"1,553777"
"14323","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 315GL-1734                                                                 ",Un,"1,547110"
"14324","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - 317GX-1765                                                                  ",Un,"3,400000"
"14325","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 335GL-1677                                                                 ",Un,
"14335",CORPO ISOLANTE AT DIN 15 kV 250 A T1                                                                                    ,Un,"138,714230"
"14336",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 26 AWG                                                                            ,Kg   ,"9,749134"
"14340",CABO COBRE FLEXIVEL FORMAÇÃO 4 - 20 AWG C/ 15 CAPAS                                                                     ,Kg   ,"21,133264"
"14341",CABO COBRE FLEXIVEL FORMAÇÃO 7 - 20 AWG C/ 15 CAPAS                                                                     ,Kg   ,"22,735535"
"14353",TERMINAL DE LIGAÇÃO AT 15 kV 250A DIN                                                                                   ,Un,"80,000000"
"14354","CAIXA DE PASSAGEM BORNES 6 PINOS 3/4"" RWG - AFL-462-FE-001 ITEM 01                                                      ",Un,"216,374983"
"14358","LUVA UNIÃO GALVANIZADA ROSCA INTERNA 2""                                                                                 ",Un,"51,425000"
"14359","ARAME P/ SOLDA ALUM. C/ FLUXO INTERNO BRASTAK 1,6mm                                                                     ",Kg   ,"88,820000"
"14360",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 25 AWG                                                                            ,Kg   ,"14,650522"
"14361","FIO ALUMINIO RETANGULAR 3,7 x 5,0 - C/ 3 V 0,06mm - (0,36mm) - PKT                                                      ",Kg   ,"9,765813"
"144","CORPO ISOLANTE AT 25,8 kV 160A T1 6 SAIAS                                                                               ",Un,"44,789694"
"14421","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-1142                                                                 ",Un,"1,543928"
"14422","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-1145                                                                 ",Un,"1,519842"
"14423","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-1515                                                                 ",Un,"3,036324"
"14424","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 115GL-1696                                                                 ",Un,"1,543428"
