"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"348279",CALÇO DE BOBINA 30 x 115 x 110 x 30 x 10mm - P1-490232-00 ITEM 15                                                       ,Un,"2,893295"
"348282",CALOTAS DO NÚCLEO - MN-21005 16 ITEM 01                                                                                 ,Un,"38,643867"
"348283",CALOTAS DO NÚCLEO - MN-21005 16 ITEM 02                                                                                 ,Un,"49,358217"
"348284",ISOLANTE DO NÚCLEO/ ARMADURA -  MN-21005 17                                                                             ,Un,"34,028900"
"348295",ANÉIS INFERIORES - PA-21005 01                                                                                          ,CJ   ,"3091,667000"
"348296",RADIADOR ALETADO - ATQ-384-PT-210 - 950.88.080.03-SF                                                                    ,Un,"202,439211"
"348313",SUPORTE DE CABOS LADO BT - PA-21005 02                                                                                  ,CJ   ,"2170,257800"
"348314",SUPORTE DE CABOS LADO AT - PA-21005 03                                                                                  ,CJ   ,"2155,038200"
"348324","CONDULETE COM ROSCA TIPO X #2"" NPT (AWR115X/N66) ZC-0062 IT-01                                                          ",Un,
"348325","CONDULETE COM ROSCA TIPO T #2"" NPT (AWR115T/N66) ZC-0062 IT-02                                                          ",Un,
"348326","CONDULETE COM ROSCA TIPO LL #2"" NPT (AWR115LL/N66) ZC-0062 IT-03                                                        ",Un,
"348327","CONDULETE COM ROSCA TIPO LR #2"" NPT (AWR115LR/N66) ZC-0062 IT-04                                                        ",Un,
"348328","CONDULETE COM ROSCA TIPO LR #2"" NPT (AWR115C/N66) ZC-0062 IT-05                                                         ",Un,
"348329","FIO DE COBRE RET 2,0 x 10,8 PKT PARAFINADO ISOLAÇÃO ( 0,48mm) D160 MPa                                                  ",Kg   ,"13,305782"
"348330","FIO DE COBRE RET 1,5 x 6,5 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,"84,089080"
"348331","FIO DE COBRE RET 3,0 x 6,0 PKT PARAFINADO ISOLAÇÃO ( 1,8mm) D160 MPa                                                    ",Kg   ,"24,622950"
"348332","FIO DE COBRE RET 2,2 x 9,5 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,"89,625822"
"348333","FIO DE COBRE RET 3,0 x 7,3 PKT PARAFINADO ISOLAÇÃO ( 1,8mm) D160 MPa                                                    ",Kg   ,"85,775626"
"348334","FIO DE COBRE RET 3,0 x 11,5 PKT PARAFINADO ISOLAÇÃO ( 0,48mm) D160 MPa                                                  ",Kg   ,"50,526400"
"348335","FIO DE COBRE RET 1,9 x 9,5 PKT PARAFINADO ISOLAÇÃO ( 0,6mm) D160 MPa                                                    ",Kg   ,"50,526400"
"348336","FIO DE COBRE RET 2,0 x 8,9 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,"50,576600"
"348337","FIO DE COBRE RET 2,2 x 9,9 PKT PARAFINADO ISOLAÇÃO ( 0,48mm) D160 MPa                                                   ",Kg   ,"66,798866"
"348338","FIO DE COBRE RET 2,8 x 7,5 PKT PARAFINADO ISOLAÇÃO ( 0,72mm) D160 MPa                                                   ",Kg   ,"65,769216"
"348339","FIO DE COBRE RET 3,0 x 7,3 PKT PARAFINADO ISOLAÇÃO ( 1,5mm) D160 MPa                                                    ",Kg   ,"86,640862"
"348340","FIO DE COBRE RET 2,9 x 8,0 PKT PARAFINADO ISOLAÇÃO ( 0,6mm) D160 MPa                                                    ",Kg   ,"50,677100"
"348341","FIO DE COBRE RET 2,5 x 7,8 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,"50,601700"
"348346","CABO TRANSPOSTO 21 X (1,9 x 9,2) OD CTC TF-21010 BT                                                                     ",Kg   ,"64,261400"
"348347","PRESILHA FIXAÇÃO DE TUBOS ""U"" PARA TUBO DE 1"" AÇO INOX AISI 316 - ZC-0063 ITEM 01                                       ",Un,"22,618225"
"348348","PRESILHA FIXAÇÃO DE TUBOS ""U"" PARA TUBO DE 2"" AÇO INOX AISI 316 - ZC-0063 ITEM 02                                       ",Un,"52,615181"
"348353","ADAPTADOR DE ROSCA PG21 x 1/2"" - AFL-512-FE-001 ITEM 07                                                                 ",Un,"74,312166"
"348354","CONDULETE COM ROSCA TIPO X #1"" NPT - (AWR115X/N33) ZC-0061 IT-01                                                        ",Un,
"348355","CONDULETE COM ROSCA TIPO T #1"" NPT - (AWR115T/N33) ZC-0061 IT-02                                                        ",Un,
"348356","CONDULETE COM ROSCA TIPO LL #1"" NPT - (AWR115LL/N33) ZC-0061 IT-03                                                      ",Un,
"348357","CONDULETE COM ROSCA TIPO LR #1"" NPT - (AWR115LR/N33) ZC-0061 IT-04                                                      ",Un,
"348358","CONDULETE COM ROSCA TIPO C #1"" NPT - (AWR115C/N33) ZC-0061 IT-05                                                        ",Un,
"348359",PARAFUSO SEXTAVADO AÇO INOX RI M5 x 25mm                                                                                ,Un,"0,719081"
"348360",PORCA SEXTAVADA INOX M5                                                                                                 ,Un,"0,075317"
"348361",PARAFUSO SEXTAVADO AÇO INOX M4 x 25mm                                                                                   ,Un,"0,315585"
"348362",SUPORTE DE CABOS LADO AT LATERAL - PA-21005 04                                                                          ,CJ   ,"336,958800"
"348373",REDUÇÃO PARA BOTÃO 30/22MM - MODELO AR30 - WEG                                                                          ,Un,"10,150000"
"348375",PLAQUETA PARA BOTÃO DE EMERGENCIA - MODELO APE - WEG                                                                    ,Un,"6,332000"
"348378","CAIXA DE PASSAGEM BORNES 2 PINOS 1/2"" BSP - AFL-461-FE-002                                                              ",Un,"187,674800"
"348379",TC - PROTEÇÃO 150/5A RM - CLASSE 50VA 10P20                                                                             ,Un,"2781,895717"
"348382",TC - PROTEÇÃO 400/5A RM - CLASSE 50VA 10P20                                                                             ,Un,"761,811433"
"348383",TC - PROTEÇÃO 300/5A RM - CLASSE 50VA 10P20                                                                             ,Un,"1001,477500"
"348384","TC- IMAGEM TERMICA  945/2,5A - CLASSE 25VA 0,3                                                                          ",Un,"338,104800"
"348385","TC- CDC  945/2,5A - CLASSE 25VA 0,3                                                                                     ",Un,"338,104800"
"348394",CALÇO LATERAIS DO TC - TP-21005 10 IT 03                                                                                ,Un,"24,505000"
"348395",CALÇO LATERAIS DO TC - TP-21005 10 IT 04                                                                                ,Un,"24,505000"
"348396",CALÇO LATERAIS DO TC - TP-21005 11 IT 02                                                                                ,Un,"29,040000"
"348397",CALÇO LATERAIS DO TC - TP-21005 11 IT 03                                                                                ,Un,"29,040000"
"348398",CALÇO LATERAIS DO TC - TP-21005 12 IT 03                                                                                ,Un,"33,580000"
"348399",CALÇO LATERAIS DO TC - TP-21005 12 IT 04                                                                                ,Un,"33,580000"
"348400",CALÇO LATERAIS DO TC - TP-21005 13 IT 03                                                                                ,Un,"33,580000"
"348401",CALÇO LATERAIS DO TC - TP-21005 13 IT 04                                                                                ,Un,"33,580000"
"348417",CALÇO BOBINA CANTOS 40 x 140 x 350mm - PA-21885 01 IT-01                                                                ,Un,"56,265000"
"348418",CALÇO CENTRAL 40 x 100 x 290mm - PA-21885 01 IT-02                                                                      ,Un,"47,190000"
"348430",CALÇOS EXT. BOBINAS 35 x 100 x 230mm - APA-264-MP-195 ITEM 01                                                           ,Un,"24,502500"
"348431",CALÇOS INT. BOBINAS 35 x 90 x 190mm - APA-264-MP-195 ITEM 02                                                            ,Un,"19,965000"
"348447",CALÇO LATERAIS DO TC - AFL-495-FE-096 IT 01                                                                             ,Un,"29,040000"
"348448",CALÇO INFERIOR DO TC - AFL-495-FE-096 IT 02                                                                             ,Un,"29,040000"
"348449","TC- PROTEÇÃO 250/5A - 0,6kV CLASSE 10B200                                                                               ",Un,"1742,920000"
"348453",MONITOR TRANSFORMADOR TOTUS T1-G9-INT3  - CAMLIN - ZC-0066                                                              ,Un,"248684,186400"
"348454",MONITOR TRANSFORMADOR TOTUS T1-G5-INT3  - CAMLIN - ZC-0067                                                              ,Un,"151472,217480"
"348524",KIT MONTAGEM DE ENROLAMENTOS - EM-21009-01X                                                                             ,CJ   ,"30466,686000"
"348525",KIT ENROLAMENTO BT - EM-21009-02X                                                                                       ,CJ   ,"1347,263300"
"348526",KIT ENROLAMENTO AT - EM-21009-03X                                                                                       ,CJ   ,"3937,542000"
"348527",KIT ENROLAMENTO DE REGULAÇÃO BT - EM-21009-04X                                                                          ,CJ   ,"2203,995700"
"348532",CALÇO DE MADEIRA - 50 x 50 x 200mm - ZM-0001 IT-01                                                                      ,Un,
"348533",CALÇO DE MADEIRA - 50 x 100 x 200mm - ZM-0001 IT-02                                                                     ,Un,
"348534",CALÇO DE MADEIRA - 30 x 40 x 200mm - ZM-0001 IT-03                                                                      ,Un,
"348535",CALÇO DE MADEIRA - 150 x 80 x 300mm - ZM-0001 IT-04                                                                     ,Un,
"348562",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - ZC-0069                                                                      ,Un,"63,520000"
"348588",CALÇO SUP/INF NÚCLEO 100 x 61 x 75mm - ANC-231-MN-133                                                                   ,Un,"19,965000"
"348598",CALÇO NUCLEO LATERAIS - MN-21009 13                                                                                     ,Un,"59,607733"
"348599",CALÇO NÚCLEO / TRAVESSA -  MN-21009 15                                                                                  ,Un,"47,685867"
"348600","CONDULETE COM ROSCA TIPO X #2"" BSP - (DVRT-200-X) ZC-0070 IT-01                                                         ",Un,"39,804457"
"348601","CONDULETE COM ROSCA TIPO T #2"" BSP - (DVRT-200-T) ZC-0070 IT-02                                                         ",Un,"31,243893"
"348602","CONDULETE COM ROSCA TIPO LL #2"" BSP - (DVRT-200-LL) ZC-0070 IT-03                                                       ",Un,"32,674239"
"348603","CONDULETE COM ROSCA TIPO LR #2"" BSP - (DVRT-200-LR) ZC-0070 IT-04                                                       ",Un,"28,363905"
"348604","CONDULETE COM ROSCA TIPO C #2"" BSP - (DVRT-200-C) ZC-0070 IT-05                                                         ",Un,"25,553300"
"348605","CONDULETE COM ROSCA TIPO X #1 1/2"" BSP - (DVRT-112-X) ZC-0071 IT-01                                                     ",Un,"27,259243"
"348606","CONDULETE COM ROSCA TIPO T #1 1/2"" BSP - (DVRT-112-T) ZC-0071 IT-02                                                     ",Un,"21,214345"
"348607","CONDULETE COM ROSCA TIPO LL #1 1/2"" BSP - (DVRT-112-LL) ZC-0071 IT-03                                                   ",Un,"17,826300"
"348608","CONDULETE COM ROSCA TIPO LR #1 1/2"" BSP - (DVRT-112-LR) ZC-0071 IT-04                                                   ",Un,"17,826388"
"348609","CONDULETE COM ROSCA TIPO C #1 1/2"" BSP - (DVRT-112-C) ZC-0071 IT-05                                                     ",Un,
"348610","PRESILHA FIXAÇÃO DE TUBOS ""U"" PARA TUBO DE 1 1/2"" AÇO INOX AISI 316 - ZC-0063 ITEM 03                                   ",Un,"35,178828"
"348611","PRESILHA FIXAÇÃO DE TUBOS ""U"" PARA TUBO DE 3/4"" AÇO INOX AISI 316 - ZC-0063 ITEM 04                                     ",Un,
"348612",ISOLANTE DO NÚCLEO CALÇO NÚCLEO CINTA - MN-21009 12                                                                     ,Un,"11,922295"
"348613",CALÇO NÚCLEO / TIR. HORIZONTAL - MN-21009 14                                                                            ,Un,"27,817233"
"348614",CALOTAS DO NÚCLEO - MN-21009 16 ITEM 01                                                                                 ,Un,"63,580583"
"348615",CALOTAS DO NÚCLEO - MN-21009 16 ITEM 02                                                                                 ,Un,"63,163084"
"348616",ISOLANTE DO NÚCLEO/ ARMADURA -  MN-21009 17                                                                             ,Un,"63,518750"
"348618","ELETRODUTO METÁLICO FLEXIVEL 1.1/2"" - AFL-511-CA-001 ITEM 05                                                            ",M    ,"28,248053"
"348621","BARRA ALUMINIO LIGA 1350 TEMP O 9,53 x 63,50mm                                                                          ",Kg   ,"24,741407"
"348622","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,50 x 63,5mm                                                                     ",Kg   ,"23,599586"
"348628","LUVA PARALELA GALVANIZADO Á FOGO COM ROSCA 1 1/2""                                                                       ",Un,"13,612500"
"348642",ISOLANTE DO NÚCLEO CANAL DE ÓLEO - MN-21009 19                                                                          ,Un,"1855,803400"
"348643",ANÉIS INFERIORES - PA-21009 01                                                                                          ,CJ   ,"5907,280000"
"348644",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - CA-21006-10                                                                  ,Un,"190,570000"
"348645",PLACA DE LIGAÇÃO DO RESFRIAMENTO FORÇADO - CA-21006-11                                                                  ,Un,"176,960000"
"348646",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -CA-21006-13                                                          ,Un,"807,670000"
"348647","PLACA DE IDENT AÇO INOX 1,5 x 290 x 400mm - CA-21006-00                                                                 ",Un,"199,650000"
"348648",PLACA DE DIAGRAMA LIGAÇÃO TC´S -  CA-21006-12                                                                           ,Un,"152,460000"
"348649",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - CA-21007-10                                                                  ,Un,"165,170000"
"348650",PLACA DE LIGAÇÃO DO RESFRIAMENTO FORÇADO - CA-21007-11                                                                  ,Un,"143,380000"
"348651",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -CA-21007-13                                                          ,Un,"318,652300"
"348652","PLACA DE IDENT AÇO INOX 1,5 x 290 x 400mm - CA-21007-00                                                                 ",Un,"172,420000"
"348653",PLACA DE DIAGRAMA LIGAÇÃO TC´S -  CA-21007-12                                                                           ,Un,"127,050000"
"348677",KIT MONTAGEM DE ENROLAMENTOS - EM-21013-01X                                                                             ,CJ   ,"26268,818400"
"348678",KIT ENROLAMENTO BT - EM-21013-02X                                                                                       ,CJ   ,"1888,519267"
"348679",KIT ENROLAMENTO AT - EM-21013-03X                                                                                       ,CJ   ,"4187,337033"
"348680",KIT ENROLAMENTO DE REGULAÇÃO - EM-21013-04X                                                                             ,CJ   ,"1663,314667"
"348686",CALÇO SUP. / INF. NÚCLEO - MN-21409 04                                                                                  ,Un,"13,390625"
"348693","ISOLADOR EPOXI PEDESTAL 1/4"" 15kV                                                                                       ",Un,"62,508300"
"348696",CALÇO DE BOBINA EXTERNO - PA-21409 05 ITEM 01                                                                           ,Un,"41,956875"
"348697",CALÇO DE BOBINA CENTRAL - PA-21409 05 ITEM 02                                                                           ,Un,"41,956875"
"348707",RADIADOR ALETADO - ATQ-384-PT-212 - 1000.88.130.15-SF                                                                   ,Un,"620,857256"
"348763",VÁLVULA DE ALÍVIO VAD-125i/2 - C/CAPOTA - AFL-458-FE-024                                                                ,Un,"1431,965500"
"348768",SUPORTE DE CABOS LADO AT - PA-21009 02                                                                                  ,CJ   ,"3493,560000"
"348769",SUPORTE DE CABOS LADO AT - PA-21009 03                                                                                  ,CJ   ,"3620,600000"
"348770",SUPORTE DE CABOS LADO AT LATERAL - PA-21009 04                                                                          ,CJ   ,"539,905000"
"348771",MOTOVENTILADOR FN063-6DK.4I.A7P1 COM GRADE FRONTAL - AFL-541-FE-014                                                     ,Un,"2501,068591"
"348772","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-277                                                             ",Un,"7,934766"
"348773",CONVERSOR SERIAL RS232 PARA USB - TECNATRON - ZC-0074                                                                   ,Un,"271,900000"
"348774",CONVERSOR SERIAL RS422/485 PARA USB - TECNATRON - ZC-0075                                                               ,Un,"419,550000"
"348775",PLAQUETAS DE ADVERTENCIA E SINALIZAÇÃO ACESSÓRIOS - CA-21001 09                                                         ,CJ   ,"27,220000"
"348777","TAMPA CEGA CONDULETE #2"" COM VEDAÇÃO 4 PAF M4x9mm ZC-0070 IT-06                                                         ",Un,"6,299094"
"348778","TAMPA CEGA CONDULETE #1.1/2"" COM VEDAÇÃO 4 PAF M4x9mm ZC-0071 IT-06                                                     ",Un,"4,000970"
"348792",CALÇO SUP/INF NÚCLEO 80 x 75 x 100mm - ANC-231-MN-135                                                                   ,Un,"29,040000"
"348794",CALÇO SUP/INF NÚCLEO 80 x 75 x 100mm - ANC-231-MN-135                                                                   ,Un,
"348797",CALÇO EXTERNO BOBINA - APA-264-MP-198 ITEM 01                                                                           ,Un,"51,727500"
"348798",CALÇO INTERNO BOBINA - APA-264-MP-198 ITEM 02                                                                           ,Un,"47,190000"
"348803","CONECTOR MACHO REAJUSTAVEL ALUMINIO 90º 1 1/2"" BSP                                                                      ",Un,"12,805767"
"348809","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-053                                                             ",Un,
"348857",RADIADOR ALETADO - ATQ-384-PT-215 - 900.88.230.09-SF                                                                    ,Un,"328,900290"
"348863",CALÇO SUP/INF NÚCLEO 60 x 59 x 100mm - ANC-231-MN-136                                                                   ,Un,"19,965000"
"348871",TC - PROTEÇÃO 1200/5A RM - CLASSE 50VA 10P20                                                                            ,Un,
"348872",TC - PROTEÇÃO 2600/5A RM - CLASSE 50VA 10P20                                                                            ,Un,
"348873","TC- MEDIÇÃO 2600/5A RM - 0,6kV CLASSE 50VA 0,3                                                                          ",Un,
"348874","TC- IMAGEM TERMICA 950/2,5A - CLASSE 25VA 3,0                                                                           ",Un,
"348881",CALÇO LATERAIS DO TC - TP-21009 12 IT 03                                                                                ,Un,"11,795000"
"348882",CALÇO LATERAIS DO TC - TP-21009 12 IT 04                                                                                ,Un,"11,795000"
"348883",CORPO ISOLANTE AT DIN 15 kV 1000 A                                                                                      ,Un,"217,075400"
"348884",KIT ACESSORIOS TERMINAL DA BUCHA 1000 A - M30 - 1150 mm - AFL-413-FE-022 IT-03                                          ,CJ   ,"1363,052810"
"348885",CALÇO LATERAIS DO TC - TP-21009 13 IT 03                                                                                ,Un,"24,503300"
"348886",CALÇO LATERAIS DO TC - TP-21009 13 IT 04                                                                                ,Un,"24,503300"
"348887",CALÇO LATERAIS DO TC - TP-21010 14 IT 04                                                                                ,Un,"24,505000"
"348888",CALÇO LATERAIS DO TC - TP-21010 14 IT 05                                                                                ,Un,"24,505000"
"348889",CALÇO LATERAIS DO TC - TP-21009 15 IT 04                                                                                ,Un,
"348890",CALÇO LATERAIS DO TC - TP-21009 15 IT 05                                                                                ,Un,
"348907","BARRA QUADRADA AÇO 1020 3/8"" x 6000mm                                                                                   ",Kg   ,"7,181033"
"348917",PLAQUETAS ID PATRIMÔNIO CLIENTE AÇO INOX - CA-21001 10                                                                  ,CJ   ,"27,220000"
"348918",PLAQUETAS ID PATRIMÔNIO CLIENTE AÇO INOX - CA-21002 09                                                                  ,CJ   ,"54,450000"
"348919",PLACA FIBRA DE VIDRO - #20 x 340 x 700 mm - TP-20002 20                                                                 ,Un,"950,950000"
"348924",KIT MONTAGEM DE ENROLAMENTOS - EM-21010-01X                                                                             ,CJ   ,"29682,635000"
"348925",KIT ENROLAMENTO BT - EM-21010-02X                                                                                       ,CJ   ,"1399,269967"
"348926",KIT ENROLAMENTO AT - EM-21010-03X                                                                                       ,CJ   ,"3474,393000"
"348927",KIT ENROLAMENTO DE REGULAÇÃO - EM-21010-04X                                                                             ,CJ   ,"1469,228233"
"348935",BOLSA DE BORRACHA P/ CONSERVADOR - AFL-499-FE-010                                                                       ,Un,"3000,023200"
"348947",RADIADOR ALETADO - ATQ-384-PT-216 - 850.88.080.11-SF                                                                    ,Un,"380,802142"
"348950","PLACA DE IDENT AÇO INOX 1,5 x 160 x 245mm -  AFL-537-FE-278                                                             ",Un,"72,363947"
"349","BARRA CHATA AÇO ASTM A36 1/4"" x 1.1/4"" x 6000mm                                                                         ",Kg   ,"2,696655"
"349009","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - AFL-537-FE-279                                                              ",Un,"19,933650"
"349010","BARRA APOIO - 12,7 x 12,7 x 440                                                                                         ",Un,
"349063","COMUTADOR Ø3 CV2III-350Y/72,5-10193W C/ MDU CMA7 - OLTC-21762                                                           ",Un,"191503,840957"
"349064",PARAFUSO REDONDO LATAO M5 x 15 RI                                                                                       ,Un,"0,676194"
"349066",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - AFL-538-FE-068                                                               ,Un,"40,835000"
"349113","CORPO ISOLANTE AT 36,2 kV 160A T1 09 SAIAS NBI 200                                                                      ",Un,"69,977912"
"349116",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - ZC-0076                                                                      ,Un,"12,577896"
"349123","PLACA DE LIGAÇÃO AUXILIARES 1670kVA - 34,5/7,967kV - ZC-0078                                                            ",Un,"10,291718"
"349141",CALÇO SUP/INF NÚCLEO 75 x 79 x 100mm - ANC-231-MN-134                                                                   ,Un,"19,965000"
"349142",CALÇO DE BOBINA C/ CANAL 40 x 140 x 400mm - APA-264-MP-197 ITEM 01                                                      ,Un,"14,702500"
"349143",CALÇO DE BOBINA C/ CANAL 40 x 110 x 350mm - APA-264-MP-197 ITEM 02                                                      ,Un,"14,701300"
"349162","FECHO CREMONA C/LING. MAÇANETA ""L"" DIR/ESQ - MOD.22418                                                                  ",Un,"78,351166"
"349168","CONDUTOR BT 1,3kV 3500A - 724.71-197                                                                                    ",Un,"706,965300"
"349169","BARRA DE FERRO CHATA 1"" x 5/16"" x 6000mm                                                                                ",Kg   ,"5,858840"
"349175",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA - CA-20002-08                                                         ,Un,"537,078900"
"349176",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA - CA-20003-08                                                         ,Un,"537,078900"
"349181","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-281                                                             ",Un,"31,762500"
"349192",PLAQUETAS DE IDENT. DOS ACESSÓRIOS TRANSFORMADOR - CA-20002-09                                                          ,Un,"989,615600"
"349193",PLAQUETAS DE IDENT. DOS ACESSÓRIOS TRANSFORMADOR - CA-20003-09                                                          ,Un,
"349195",PLUGUE FEMÊA CA LUMINÁRIA STEGO MOD 021 - 264057                                                                        ,Un,"31,705823"
"349203","PLACA DE IDENT AÇO INOX 0,8 x 105 x 148mm - AFL-537-FE-282                                                              ",Un,"68,060000"
"349219","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-283                                                             ",Un,"9,494796"
"349226","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-280                                                             ",Un,"4,626014"
"349239",CALÇO SUP/INF NÚCLEO 58 x 59 x 80mm - ANC-231-MN-137                                                                    ,Un,
"349241",PLACA DE LIGAÇÃO DOS ACESSÓRIOS - CA-21885-01                                                                           ,Un,"63,520000"
"349263",KIT MONTAGEM DE ENROLAMENTOS - ZM-346077 10                                                                             ,CJ   ,"4048,612000"
"349279","LUVA RWG 1/2"" - (COM ROSCA INTERNA)                                                                                     ",Un,"3,646000"
"349281",ISOLANTE DO NÚCLEO CALÇO NÚCLEO CINTA - MN-21013 12                                                                     ,Un,"14,227280"
"349282",CALÇO NUCLEO LATERAIS - MN-21013 13                                                                                     ,Un,"87,584280"
"349283",CALÇO NÚCLEO / TRAVESSA -  MN-21013 15                                                                                  ,Un,"59,074268"
"349284",ISOLANTE DO NÚCLEO CANAL DE ÓLEO - MN-21013 19                                                                          ,Un,"1513,426800"
"349286",CALÇO NÚCLEO / TIR. HORIZONTAL - MN-21013 14                                                                            ,Un,"41,772860"
"349287",CALOTAS DO NÚCLEO - MN-21013 16 ITEM 01                                                                                 ,Un,"61,673360"
"349288",CALOTAS DO NÚCLEO - MN-21013 16 ITEM 02                                                                                 ,Un,"71,592025"
"349289",ISOLANTE DO NÚCLEO/ ARMADURA -  MN-21013 17                                                                             ,Un,"76,051520"
"349290",ANÉIS INFERIORES - APA-282-MP-201                                                                                       ,CJ   ,"459,257400"
"349293",DILUENTE EPOXI T 43                                                                                                     ,L    ,
"349309",ANÉIS INFERIORES - PA-21013 01                                                                                          ,CJ   ,"4086,192500"
"349311",CALÇO APOIO DOS ANEIS SUPERIOR - PA-21013 05 ITEM 01                                                                    ,Un,"77,475200"
"349312",CALÇO APOIO DOS ANEIS SUPERIOR - PA-21013 05 ITEM 02                                                                    ,Un,"37,359171"
"349313",CALÇO APOIO DOS ANEIS INFERIOR - PA-21013 06 ITEM 01                                                                    ,Un,"51,409688"
"349314",CALÇO APOIO DOS ANEIS INFERIOR - PA-21013 06 ITEM 02                                                                    ,Un,"24,914831"
"349326",KIT MONTAGEM DE ENROLAMENTOS - EM-21011-01X                                                                             ,CJ   ,"26489,544000"
"349327",KIT ENROLAMENTO TERCIARIO - EM-21011-02X                                                                                ,CJ   ,"918,351933"
"349328",KIT ENROLAMENTO BT - EM-21011-03X                                                                                       ,CJ   ,"1309,887433"
"349329",KIT ENROLAMENTO AT - EM-21011-04X                                                                                       ,CJ   ,"2668,738300"
"349330",KIT ENROLAMENTO DE REGULAÇÃO - EM-21011-05X                                                                             ,CJ   ,"2007,281000"
"349333","FIO ALUMINIO RETANGULAR 4,5 x 6,0 - C/ 4 V 0,06mm - (0,48mm) - 80 N/mm² - PKT                                           ",Kg   ,"23,743200"
"349334","FIO ALUMINIO RETANGULAR 3,5 x 5,0 - C/ 4 V 0,06mm - (0,48mm) - 80 N/mm² - PKT                                           ",Kg   ,"23,470943"
"349335",SUPORTE DE CABOS LADO BT - PA-21013 02                                                                                  ,CJ   ,"2589,268900"
"349336",BLOCO CONTATO AUXILIAR FRONTAL MODELO LADN11 TESYS D - SCHNEIDER ELECTRIC.                                              ,Un,"29,815286"
"349342",SUPORTE DE CABOS LADO AT - PA-21013 03                                                                                  ,CJ   ,"2589,268900"
"349365",PLACA DE IDENTIFICAÇÃO INOX - CA-21760-00                                                                               ,Un,"129,810000"
"349366",PLACA DE LIGAÇÃO INOX RESFRIAMENTO FORÇADO - CA-21760-01                                                                ,Un,"123,950000"
"349367",PLACA DE LIGAÇÃO INOX EQUIPAMENTOS AUXILIARES - CA-21760-02                                                             ,Un,"200,170000"
"349368",PLACA DE LIGAÇÃO INOX COMUTADOR SOB CARGA - CA-21760-03                                                                 ,Un,"156,610000"
"349369",PLACA DE LIGAÇÃO INOX TC´S - CA-21760-04                                                                                ,Un,"132,320000"
"349370",PLACA DE LIGAÇÃO INOX RÉGUA DE BORNES - CA-21760-05                                                                     ,Un,"108,870000"
"349371",PLAQUETAS IDENTIFICAÇÃO INOX  DOS ACESSÓRIOS - CA-21760-06                                                              ,Un,"382,520000"
"349372",SUPORTE DE CABOS LADO AT LATERAL - PA-21013 04                                                                          ,CJ   ,"329,728100"
"349382",KIT MONTAGEM DE ENROLAMENTOS - EM-21012-01X                                                                             ,CJ   ,"12965,749100"
"349383",KIT ENROLAMENTO BT - EM-21012-02X                                                                                       ,CJ   ,"1168,951834"
"349384",KIT ENROLAMENTO AT - EM-21012-03X                                                                                       ,CJ   ,"1876,792300"
"349385",KIT ENROLAMENTO DE REGULAÇÃO - EM-21012-04X                                                                             ,CJ   ,"1336,809000"
"349386",COMUTADOR Ø3 - UZFRT 650/150 - 17 POS. C/ ACIONAMENTO BUF3 - REFORMA RF-21761                                           ,Un,
"349392","TC- PROTEÇÃO 1500/5A - 0,6kV CLASSE 10B200                                                                              ",Un,"392,020217"
"349393","TC- PROTEÇÃO 1500/1A - 0,6kV CLASSE 10B200                                                                              ",Un,"255,329783"
"349395","PLACA DE IDENT AÇO INOX 1,5 x 160 x 160mm - AFL-537-FE-284                                                              ",Un,
"349418",CALOTAS DO NÚCLEO - MN-346077 01 ITEM 01                                                                                ,Un,"9,278175"
"349419",CALOTAS DO NÚCLEO - MN-346077 01 ITEM 02                                                                                ,Un,"8,789425"
"349420",ISOLANTE DE NUCLEO - MN-346077 02 ITEM 01                                                                               ,Un,"5,859625"
"349421",ISOLANTE DE NUCLEO - MN-346077 02 ITEM 02                                                                               ,Un,"1,953613"
"349422",ISOLANTE DE NUCLEO - MN-346077 02 ITEM 03                                                                               ,Un,"1,953613"
